index,genres,keywords,original_language,popularity,production_companies,release_date,runtime,tagline,title,vote_average,cast,director
59,Action Adventure Science Fiction,civilization natural disaster end of the world disaster apocalypse,en,45.274225,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Farewell Productions"", ""id"": 10905}]",10-10-2009,158,We Were Warned.,2012,5.6,John Cusack Amanda Peet Chiwetel Ejiofor Thandie Newton Oliver Platt,Roland Emmerich
60,Animation Drama,holiday based on novel victorian england money christmas eve,en,39.744242,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""ImageMovers"", ""id"": 11395}]",04-11-2009,96,Season's Greedings,A Christmas Carol,6.6,Gary Oldman Jim Carrey Steve Valentine Daryl Sabara Sage Ryan,Robert Zemeckis
61,Science Fiction Fantasy Action Adventure,jupiter space woman director 3d interspecies romance,en,85.36908,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""Warner Bros."", ""id"": 6194}]",04-02-2015,124,Expand your universe.,Jupiter Ascending,5.2,Mila Kunis Channing Tatum Sean Bean Eddie Redmayne Douglas Booth,Lilly Wachowski
62,Action Adventure,africa feral child tarzan jungle animal attack,en,42.741719,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Riche Productions"", ""id"": 86565}, {""name"": ""Village Roadshow Films North America"", ""id"": 86566}]",29-06-2016,109,Human. Nature.,The Legend of Tarzan,5.5,Alexander Skarsg\u00e5rd Margot Robbie Christoph Waltz Samuel L. Jackson Djimon Hounsou,David Yates
63,Adventure Family Fantasy,saving the world witch based on novel brother sister relationship self sacrifice,en,67.391328,"[{""name"": ""Walt Disney"", ""id"": 5888}, {""name"": ""Walden Media"", ""id"": 10221}]",07-12-2005,143,Evil Has Reigned For 100 Years...,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,William Moseley Anna Popplewell Skandar Keynes Georgie Henley Liam Neeson,Andrew Adamson
64,Science Fiction,mutant supernatural powers marvel comic superhero based on comic book,en,139.272042,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]",18-05-2016,144,Only the strong will survive,X-Men: Apocalypse,6.4,James McAvoy Michael Fassbender Jennifer Lawrence Nicholas Hoult Oscar Isaac,Bryan Singer
65,Drama Action Crime Thriller,dc comics crime fighter secret identity scarecrow sadism,en,187.322927,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}, {""name"": ""Syncopy"", ""id"": 9996}]",16-07-2008,152,Why So Serious?,The Dark Knight,8.2,Christian Bale Heath Ledger Aaron Eckhart Michael Caine Maggie Gyllenhaal,Christopher Nolan
66,Animation Comedy Family Adventure,age difference central and south america balloon animation floating in the air,en,92.201962,"[{""name"": ""Pixar Animation Studios"", ""id"": 3}]",13-05-2009,96,,Up,7.7,Ed Asner Christopher Plummer Jordan Nagai Bob Peterson Delroy Lindo,Pete Docter
67,Animation Family Adventure Science Fiction,alien giant robot duringcreditsstinger,en,36.167578,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",19-03-2009,94,"When aliens attack, monsters fight back.",Monsters vs Aliens,6,Seth Rogen Reese Witherspoon Hugh Laurie Paul Rudd Kiefer Sutherland,Conrad Vernon
68,Action Science Fiction Adventure,middle east arms dealer malibu marvel comic superhero,en,120.725053,"[{""name"": ""Marvel Studios"", ""id"": 420}]",30-04-2008,126,Heroes aren't born. They're built.,Iron Man,7.4,Robert Downey Jr. Terrence Howard Jeff Bridges Shaun Toub Gwyneth Paltrow,Jon Favreau
69,Adventure Drama Family,library clock film director key toy,en,32.319043,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Infinitum Nihil"", ""id"": 2691}, {""name"": ""GK Films"", ""id"": 3281}]",22-11-2011,126,One of the most legendary directors of our time takes you on an extraordinary adventure.,Hugo,7,Ben Kingsley Sacha Baron Cohen Asa Butterfield Chlo\u00eb Grace Moretz Ray Winstone,Martin Scorsese
70,Action Adventure Comedy Science Fiction Western,steampunk based on tv series steam locomotive drag,en,40.748915,"[{""name"": ""Todman, Simon, LeMasters Productions"", ""id"": 2507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Peters Entertainment"", ""id"": 16774}, {""name"": ""Sonnenfeld Josephson Worldwide Entertainment"", ""id"": 57088}]",29-06-1999,106,It's a whole new west.,Wild Wild West,5.1,Will Smith Kevin Kline Kenneth Branagh Salma Hayek M. Emmet Walsh,Barry Sonnenfeld
71,Adventure Action Fantasy,,en,60.034162,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Alphaville Films"", ""id"": 11462}, {""name"": ""Sommers Company, The"", ""id"": 19643}]",01-07-2008,112,A New Evil Awakens.,The Mummy: Tomb of the Dragon Emperor,5.2,Brendan Fraser Jet Li John Hannah Maria Bello Luke Ford,Rob Cohen
72,Action Adventure Crime Fantasy Science Fiction,dc comics shared universe anti hero secret mission villain,en,90.23792,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]",02-08-2016,123,Worst Heroes Ever,Suicide Squad,5.9,Will Smith Margot Robbie Joel Kinnaman Viola Davis Jared Leto,David Ayer
73,Fantasy Comedy Family,father son relationship daily life married couple support father,en,27.082182,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Shady Acres Entertainment"", ""id"": 159}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Relativity Media"", ""id"": 7295}]",09-06-2007,96,A comedy of biblical proportions,Evan Almighty,5.3,Steve Carell Lauren Graham John Goodman Jimmy Bennett John Michael Higgins,Tom Shadyac
74,Action Science Fiction,deja vu time warp restart dystopia war,en,79.456485,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Viz Media"", ""id"": 6687}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""3 Arts Entertainment"", ""id"": 36390}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]",27-05-2014,113,"Live, Die, Repeat",Edge of Tomorrow,7.6,Tom Cruise Emily Blunt Brendan Gleeson Bill Paxton Jonas Armstrong,Doug Liman
75,Adventure Action,ocean tattoo mutant water dystopia,en,44.640292,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Licht/Mueller Film Corporation"", ""id"": 6092}]",28-07-1995,135,Beyond the horizon lies the secret to a new beginning.,Waterworld,5.9,Kevin Costner Chaim Girafi Rick Aviles R. D. Call Zitto Kazann,Kevin Reynolds
76,Adventure Action Thriller Science Fiction,terrorist secret hostage technology warhead,en,32.852443,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Hasbro"", ""id"": 2598}, {""name"": ""Kontsept Film Company"", ""id"": 76067}]",04-08-2009,118,"When all else fails, they don't.",G.I. Joe: The Rise of Cobra,5.6,Dennis Quaid Channing Tatum Marlon Wayans Sienna Miller Joseph Gordon-Levitt,Stephen Sommers
77,Drama Comedy Animation Family,dream cartoon imaginary friend animation family,en,128.655964,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]",09-06-2015,94,Meet the little voices inside your head.,Inside Out,8,Amy Poehler Phyllis Smith Richard Kind Bill Hader Lewis Black,Pete Docter
78,Family Adventure Drama Fantasy,based on novel snake wolf elephant tiger,en,94.199316,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Fairview Entertainment"", ""id"": 7297}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",07-04-2016,106,,The Jungle Book,6.7,Neel Sethi Bill Murray Ben Kingsley Idris Elba Scarlett Johansson,Jon Favreau
79,Adventure Action Science Fiction,malibu marvel comic superhero based on comic book revenge,en,77.300194,"[{""name"": ""Marvel Studios"", ""id"": 420}]",28-04-2010,124,"It's not the armor that makes the hero, but the man inside.",Iron Man 2,6.6,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Scarlett Johansson Mickey Rourke,Jon Favreau
80,Adventure Fantasy Drama,queen magic fairy tale immortality forest,en,77.178973,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Roth Films"", ""id"": 16314}]",30-05-2012,127,The Fairytale is Over,Snow White and the Huntsman,5.8,Kristen Stewart Charlize Theron Chris Hemsworth Sam Claflin Ian McShane,Rupert Sanders
81,Fantasy Adventure Action Family Romance,fairy tale villain sleeping beauty dark fantasy based on fairy tale,en,110.620647,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Studios Motion Pictures"", ""id"": 3036}, {""name"": ""Roth Films"", ""id"": 16314}]",28-05-2014,97,Don't believe the fairy tale.,Maleficent,7,Angelina Jolie Elle Fanning Sharlto Copley Sam Riley Juno Temple,Robert Stromberg
82,Science Fiction Action Drama Thriller,leader colony post-apocalyptic dystopia forest,en,243.791743,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""TSG Entertainment"", ""id"": 22213}]",26-06-2014,130,One last chance for peace.,Dawn of the Planet of the Apes,7.3,Andy Serkis Jason Clarke Gary Oldman Keri Russell Toby Kebbell,Matt Reeves
83,Action Adventure Science Fiction Romance,,en,2.418535,"[{""name"": ""Corsan"", ""id"": 7299}, {""name"": ""Bliss Media"", ""id"": 8186}, {""name"": ""Limelight International Media Entertainment"", ""id"": 8187}, {""name"": ""Neelmudra Entertainment"", ""id"": 8188}, {""name"": ""Aristos Films"", ""id"": 76098}, {""name"": ""Singularity Productions"", ""id"": 76099}, {""name"": ""Wildkite"", ""id"": 76100}]",13-02-2015,109,Love is longer than life.,The Lovers,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Alice Englert Bipasha Basu,Roland Joff\u00e9
84,Drama Action Adventure Fantasy,japan suicide samurai based on true story samurai sword,en,41.796339,"[{""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""Stuber Productions"", ""id"": 4403}, {""name"": ""Universal"", ""id"": 6292}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""H2F Entertainment"", ""id"": 20851}]",06-12-2013,119,For courage. For loyalty. For honor.,47 Ronin,5.9,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Tadanobu Asano Min Tanaka,Carl Rinsch
85,Action Adventure Science Fiction,washington d.c. future shield marvel comic superhero,en,72.225265,"[{""name"": ""Marvel Studios"", ""id"": 420}]",20-03-2014,136,In heroes we trust.,Captain America: The Winter Soldier,7.6,Chris Evans Samuel L. Jackson Scarlett Johansson Robert Redford Sebastian Stan,Anthony Russo
86,Comedy Adventure Fantasy Animation Family,ogre 3d,en,44.041186,"[{""name"": ""DreamWorks Animation"", ""id"": 521}]",16-05-2010,93,It ain't Ogre... Til it's Ogre,Shrek Forever After,6,Mike Myers Eddie Murphy Cameron Diaz Antonio Banderas Julie Andrews,Mike Mitchell
87,Adventure Family Mystery Science Fiction,inventor apocalypse destiny imax dreamer,en,130.311355,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Babieka"", ""id"": 20656}, {""name"": ""A113"", ""id"": 59778}]",19-05-2015,130,Imagine a world where nothing is impossible.,Tomorrowland,6.2,Britt Robertson George Clooney Raffey Cassidy Thomas Robinson Hugh Laurie,Brad Bird
88,Adventure Family Animation Action Comedy,brother brother relationship hero talent revenge best friend,en,203.73459,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",24-10-2014,102,From the creators of Wreck-it Ralph and Frozen,Big Hero 6,7.8,Scott Adsit Ryan Potter Daniel Henney T.J. Miller Jamie Chung,Chris Williams
89,Family Animation Comedy Adventure,support group product placement bullying racing arcade,en,62.341073,"[{""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",01-11-2012,108,The story of a regular guy just looking for a little wreck-ognition.,Wreck-It Ralph,7.1,John C. Reilly Sarah Silverman Jack McBrayer Jane Lynch Alan Tudyk,Rich Moore
90,Adventure Animation Family Fantasy,santa claus nerd faith gift bell,en,47.323228,"[{""name"": ""Golden Mean"", ""id"": 1867}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""ImageMovers"", ""id"": 11395}]",10-11-2004,100,This holiday season... believe.,The Polar Express,6.4,Tom Hanks Michael Jeter Nona Gaye Peter Scolari Eddie Deezen,Robert Zemeckis
91,Action Adventure Science Fiction,alternate history alien invasion,en,48.775723,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Stereo D"", ""id"": 86561}]",22-06-2016,120,We had twenty years to prepare. So did they.,Independence Day: Resurgence,4.9,Liam Hemsworth Jeff Goldblum Bill Pullman Maika Monroe Sela Ward,Roland Emmerich
92,Fantasy Adventure Animation Family,flying blacksmith arena island night,en,67.263269,"[{""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Mad Hatter Entertainment"", ""id"": 20154}]",05-03-2010,98,One adventure will change two worlds,How to Train Your Dragon,7.5,Jay Baruchel Gerard Butler Craig Ferguson America Ferrera Jonah Hill,Chris Sanders
93,Action Thriller Science Fiction,saving the world artificial intelligence man vs machine cyborg killer robot,en,69.405188,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}]",02-07-2003,109,The Machines Will Rise.,Terminator 3: Rise of the Machines,5.9,Arnold Schwarzenegger Nick Stahl Claire Danes Kristanna Loken David Andrews,Jonathan Mostow
94,Action Science Fiction Adventure,marvel comic spaceship space outer space orphan,en,481.098624,"[{""name"": ""Marvel Studios"", ""id"": 420}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Bulletproof Cupid"", ""id"": 54850}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]",30-07-2014,121,All heroes start somewhere.,Guardians of the Galaxy,7.9,Chris Pratt Zoe Saldana Dave Bautista Vin Diesel Bradley Cooper,James Gunn
95,Adventure Drama Science Fiction,saving the world artificial intelligence father son relationship single parent nasa,en,724.247784,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]",05-11-2014,169,Mankind was born on Earth. It was never meant to die here.,Interstellar,8.1,Matthew McConaughey Jessica Chastain Anne Hathaway Michael Caine Casey Affleck,Christopher Nolan
96,Action Thriller Science Fiction Mystery Adventure,loss of lover dream kidnapping sleep subconsciousness,en,167.58371,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Syncopy"", ""id"": 9996}]",14-07-2010,148,Your mind is the scene of the crime.,Inception,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Tom Hardy Ken Watanabe,Christopher Nolan
97,Action Adventure Drama Horror Science Fiction,monster godzilla giant monster destruction kaiju,ja,9.476999,"[{""name"": ""Cine Bazar"", ""id"": 5896}, {""name"": ""Toho Pictures"", ""id"": 49301}]",29-07-2016,120,A god incarnate. A city doomed.,Shin Godzilla,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Kengo Kora Matsuo Satoru,Hideaki Anno
98,Adventure Fantasy Action,riddle elves dwarves orcs middle-earth (tolkien),en,108.849621,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Warner Bros. Pictures"", ""id"": 174}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",26-11-2012,169,From the smallest beginnings come the greatest legends.,The Hobbit: An Unexpected Journey,7,Ian McKellen Martin Freeman Richard Armitage Andy Serkis Cate Blanchett,Peter Jackson
99,Action Crime Thriller,street gang car race undercover auto-tuning los angeles,en,6.909942,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Ardustry Entertainment"", ""id"": 26281}, {""name"": ""Mediastream Film GmbH & Co. Productions KG"", ""id"": 26282}]",22-06-2001,106,Live life 1/4 mile at a time.,The Fast and the Furious,6.6,Paul Walker Vin Diesel Michelle Rodriguez Jordana Brewster Rick Yune,Rob Cohen
100,Fantasy Drama Thriller Mystery Romance,diary navy funeral tea travel,en,60.269279,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]",24-11-2008,166,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,Cate Blanchett Brad Pitt Tilda Swinton Julia Ormond Elle Fanning,David Fincher
